03_40_40_1000_QUICK_08
RE: 1000.000000
ITERACTIONS: 3000
VARIABLES = "X", "Y", "U", "V", "P"
0.737500,0.312500,-0.096302,-0.080483,0.000155
0.762500,0.312500,-0.084910,-0.082528,0.000174
0.787500,0.312500,-0.073182,-0.082725,0.000182
0.812500,0.312500,-0.061363,-0.080969,0.000179
0.837500,0.312500,-0.049725,-0.077191,0.000164
0.862500,0.312500,-0.038563,-0.071368,0.000137
0.887500,0.312500,-0.028192,-0.063534,0.000097
0.912500,0.312500,-0.018940,-0.053782,0.000044
0.937500,0.312500,-0.011148,-0.042277,-0.000023
0.962500,0.312500,-0.005163,-0.029257,-0.000103
0.987500,0.312500,-0.001333,-0.015037,-0.000196
0.012500,0.337500,-0.001471,0.017301,-0.000571
0.037500,0.337500,-0.005666,0.034116,-0.000671
0.062500,0.337500,-0.012178,0.049326,-0.000757
0.087500,0.337500,-0.020620,0.062622,-0.000828
0.112500,0.337500,-0.030609,0.073775,-0.000884
0.137500,0.337500,-0.041766,0.082636,-0.000926
0.162500,0.337500,-0.053728,0.089130,-0.000954
0.187500,0.337500,-0.066155,0.093249,-0.000968
0.212500,0.337500,-0.078728,0.095042,-0.000970
0.237500,0.337500,-0.091158,0.094608,-0.000959
0.262500,0.337500,-0.103187,0.092081,-0.000937
0.287500,0.337500,-0.114586,0.087626,-0.000905
0.312500,0.337500,-0.125160,0.081428,-0.000864
0.337500,0.337500,-0.134740,0.073686,-0.000814
0.362500,0.337500,-0.143186,0.064605,-0.000758
0.387500,0.337500,-0.150385,0.054395,-0.000695
0.412500,0.337500,-0.156246,0.043267,-0.000627
0.437500,0.337500,-0.160699,0.031427,-0.000555
0.462500,0.337500,-0.163694,0.019081,-0.000481
0.487500,0.337500,-0.165198,0.006434,-0.000405
0.512500,0.337500,-0.165196,-0.006314,-0.000328
0.537500,0.337500,-0.163688,-0.018960,-0.000252
0.562500,0.337500,-0.160688,-0.031304,-0.000178
0.587500,0.337500,-0.156230,-0.043142,-0.000106
0.612500,0.337500,-0.150364,-0.054268,-0.000039
0.637500,0.337500,-0.143160,-0.064475,0.000024
0.662500,0.337500,-0.134708,-0.073554,0.000081
0.687500,0.337500,-0.125121,-0.081295,0.000130
0.712500,0.337500,-0.114541,-0.087494,0.000172
0.737500,0.337500,-0.103134,-0.091952,0.000204
0.762500,0.337500,-0.091098,-0.094486,0.000226
0.787500,0.337500,-0.078660,-0.094933,0.000236
0.812500,0.337500,-0.066080,-0.093159,0.000235
0.837500,0.337500,-0.053647,-0.089069,0.000220
0.862500,0.337500,-0.041680,-0.082617,0.000192
0.887500,0.337500,-0.030522,-0.073814,0.000150
0.912500,0.337500,-0.020537,-0.062738,0.000093
0.937500,0.337500,-0.012104,-0.049544,0.000022
0.962500,0.337500,-0.005612,-0.034465,-0.000065
0.987500,0.337500,-0.001450,-0.017819,-0.000166
0.012500,0.362500,-0.001599,0.020373,-0.000616
0.037500,0.362500,-0.006150,0.039793,-0.000725
0.062500,0.362500,-0.013193,0.057205,-0.000817
0.087500,0.362500,-0.022298,0.072292,-0.000893
0.112500,0.362500,-0.033035,0.084832,-0.000953
0.137500,0.362500,-0.044986,0.094688,-0.000996
0.162500,0.362500,-0.057752,0.101807,-0.001024
0.187500,0.362500,-0.070960,0.106207,-0.001037
0.212500,0.362500,-0.084269,0.107967,-0.001036
0.237500,0.362500,-0.097374,0.107219,-0.001022
0.262500,0.362500,-0.110003,0.104130,-0.000996
0.287500,0.362500,-0.121925,0.098900,-0.000959
0.312500,0.362500,-0.132942,0.091746,-0.000913
0.337500,0.362500,-0.142888,0.082896,-0.000857
0.362500,0.362500,-0.151630,0.072585,-0.000794
0.387500,0.362500,-0.159060,0.061046,-0.000725
0.412500,0.362500,-0.165094,0.048513,-0.000651
0.437500,0.362500,-0.169671,0.035211,-0.000573
0.462500,0.362500,-0.172744,0.021366,-0.000491
0.487500,0.362500,-0.174286,0.007197,-0.000409
0.512500,0.362500,-0.174282,-0.007080,-0.000325
0.537500,0.362500,-0.172733,-0.021249,-0.000242
0.562500,0.362500,-0.169653,-0.035093,-0.000161
0.587500,0.362500,-0.165069,-0.048393,-0.000083
0.612500,0.362500,-0.159026,-0.060924,-0.000008
0.637500,0.362500,-0.151588,-0.072461,0.000061
0.662500,0.362500,-0.142837,-0.082770,0.000124
0.687500,0.362500,-0.132882,-0.091619,0.000179
0.712500,0.362500,-0.121855,-0.098775,0.000226
0.737500,0.362500,-0.109923,-0.104008,0.000262
0.762500,0.362500,-0.097283,-0.107104,0.000288
0.787500,0.362500,-0.084169,-0.107865,0.000302
0.812500,0.362500,-0.070851,-0.106123,0.000303
0.837500,0.362500,-0.057636,-0.101751,0.000289
0.862500,0.362500,-0.044866,-0.094671,0.000261
0.887500,0.362500,-0.032915,-0.084867,0.000217
0.912500,0.362500,-0.022184,-0.072398,0.000157
0.937500,0.362500,-0.013095,-0.057403,0.000081
0.962500,0.362500,-0.006080,-0.040111,-0.000012
0.987500,0.362500,-0.001572,-0.020841,-0.000122
0.012500,0.387500,-0.001733,0.023706,-0.000678
0.037500,0.387500,-0.006654,0.045935,-0.000795
0.062500,0.387500,-0.014249,0.065702,-0.000894
0.087500,0.387500,-0.024035,0.082688,-0.000975
0.112500,0.387500,-0.035535,0.096675,-0.001037
0.137500,0.387500,-0.048285,0.107548,-0.001081
0.162500,0.387500,-0.061848,0.115278,-0.001109
0.187500,0.387500,-0.075819,0.119917,-0.001120
0.212500,0.387500,-0.089832,0.121582,-0.001116
0.237500,0.387500,-0.103566,0.120444,-0.001097
0.262500,0.387500,-0.116742,0.116712,-0.001066
0.287500,0.387500,-0.129124,0.110624,-0.001023
0.312500,0.387500,-0.140517,0.102433,-0.000970
0.337500,0.387500,-0.150762,0.092402,-0.000908
0.362500,0.387500,-0.159733,0.080794,-0.000837
0.387500,0.387500,-0.167334,0.067869,-0.000761
0.412500,0.387500,-0.173490,0.053882,-0.000679
0.437500,0.387500,-0.178149,0.039078,-0.000592
0.462500,0.387500,-0.181272,0.023698,-0.000503
0.487500,0.387500,-0.182836,0.007974,-0.000413
0.512500,0.387500,-0.182832,-0.007864,-0.000321
0.537500,0.387500,-0.181257,-0.023587,-0.000230
0.562500,0.387500,-0.178124,-0.038967,-0.000141
0.587500,0.387500,-0.173456,-0.053769,-0.000055
0.612500,0.387500,-0.167289,-0.067755,0.000027
0.637500,0.387500,-0.159677,-0.080678,0.000104
0.662500,0.387500,-0.150694,-0.092285,0.000174
0.687500,0.387500,-0.140437,-0.102316,0.000236
0.712500,0.387500,-0.129032,-0.110508,0.000289
0.737500,0.387500,-0.116638,-0.116600,0.000332
0.762500,0.387500,-0.103449,-0.120339,0.000363
0.787500,0.387500,-0.089704,-0.121488,0.000381
0.812500,0.387500,-0.075680,-0.119840,0.000385
0.837500,0.387500,-0.061701,-0.115226,0.000374
0.862500,0.387500,-0.048135,-0.107531,0.000346
0.887500,0.387500,-0.035386,-0.096705,0.000301
0.912500,0.387500,-0.023895,-0.082780,0.000238
0.937500,0.387500,-0.014129,-0.065876,0.000157
0.962500,0.387500,-0.006569,-0.046213,0.000057
0.987500,0.387500,-0.001701,-0.024114,-0.000061
0.012500,0.412500,-0.001873,0.027314,-0.000758
0.037500,0.412500,-0.007183,0.052562,-0.000884
0.062500,0.412500,-0.015352,0.074841,-0.000989
0.087500,0.412500,-0.025842,0.093827,-0.001074
0.112500,0.412500,-0.038120,0.109315,-0.001139
0.137500,0.412500,-0.051672,0.121213,-0.001184
0.162500,0.412500,-0.066020,0.129525,-0.001210
0.187500,0.412500,-0.080724,0.134346,-0.001218
0.212500,0.412500,-0.095397,0.135840,-0.001209
0.237500,0.412500,-0.109700,0.134225,-0.001185
0.262500,0.412500,-0.123350,0.129758,-0.001148
0.287500,0.412500,-0.136110,0.122722,-0.001098
0.312500,0.412500,-0.147793,0.113412,-0.001037
0.337500,0.412500,-0.158251,0.102127,-0.000966
0.362500,0.412500,-0.167369,0.089161,-0.000887
0.387500,0.412500,-0.175065,0.074801,-0.000801
0.412500,0.412500,-0.181279,0.059322,-0.000710
0.437500,0.412500,-0.185968,0.042987,-0.000615
0.462500,0.412500,-0.189106,0.026051,-0.000517
0.487500,0.412500,-0.190676,0.008757,-0.000417
0.512500,0.412500,-0.190670,-0.008656,-0.000317
0.537500,0.412500,-0.189088,-0.025950,-0.000217
0.562500,0.412500,-0.185938,-0.042886,-0.000119
0.587500,0.412500,-0.181236,-0.059219,-0.000023
0.612500,0.412500,-0.175010,-0.074697,0.000067
0.637500,0.412500,-0.167301,-0.089056,0.000153
0.662500,0.412500,-0.158168,-0.102021,0.000232
0.687500,0.412500,-0.147697,-0.113307,0.000302
0.712500,0.412500,-0.135999,-0.122618,0.000363
0.737500,0.412500,-0.123224,-0.129658,0.000413
0.762500,0.412500,-0.109560,-0.134131,0.000451
0.787500,0.412500,-0.095244,-0.135756,0.000474
0.812500,0.412500,-0.080560,-0.134278,0.000483
0.837500,0.412500,-0.065847,-0.129478,0.000474
0.862500,0.412500,-0.051496,-0.121195,0.000448
0.887500,0.412500,-0.037947,-0.109338,0.000402
0.912500,0.412500,-0.025681,-0.093902,0.000337
0.937500,0.412500,-0.015215,-0.074984,0.000251
0.962500,0.412500,-0.007086,-0.052792,0.000145
0.987500,0.412500,-0.001837,-0.027651,0.000018
0.012500,0.437500,-0.002022,0.031211,-0.000858
0.037500,0.437500,-0.007742,0.059699,-0.000993
0.062500,0.437500,-0.016513,0.084647,-0.001105
0.087500,0.437500,-0.027731,0.105730,-0.001194
0.112500,0.437500,-0.040800,0.122760,-0.001260
0.137500,0.437500,-0.055153,0.135675,-0.001305
0.162500,0.437500,-0.070264,0.144523,-0.001328
0.187500,0.437500,-0.085660,0.149451,-0.001332
0.212500,0.437500,-0.100929,0.150679,-0.001318
0.237500,0.437500,-0.115721,0.148484,-0.001287
0.262500,0.437500,-0.129749,0.143179,-0.001242
0.287500,0.437500,-0.142784,0.135098,-0.001183
0.312500,0.437500,-0.154648,0.124584,-0.001113
0.337500,0.437500,-0.165208,0.111974,-0.001032
0.362500,0.437500,-0.174370,0.097596,-0.000943
0.387500,0.437500,-0.182069,0.081762,-0.000848
0.412500,0.437500,-0.188260,0.064768,-0.000747
0.437500,0.437500,-0.192918,0.046891,-0.000641
0.462500,0.437500,-0.196028,0.028396,-0.000533
0.487500,0.437500,-0.197581,0.009536,-0.000422
0.512500,0.437500,-0.197574,-0.009446,-0.000312
0.537500,0.437500,-0.196008,-0.028307,-0.000201
0.562500,0.437500,-0.192884,-0.046801,-0.000093
0.587500,0.437500,-0.188211,-0.064677,0.000012
0.612500,0.437500,-0.182005,-0.081670,0.000114
0.637500,0.437500,-0.174292,-0.097504,0.000209
0.662500,0.437500,-0.165114,-0.111882,0.000298
0.687500,0.437500,-0.154538,-0.124492,0.000378
0.712500,0.437500,-0.142658,-0.135008,0.000448
0.737500,0.437500,-0.129607,-0.143092,0.000507
0.762500,0.437500,-0.115563,-0.148403,0.000552
0.787500,0.437500,-0.100756,-0.150606,0.000583
0.812500,0.437500,-0.085475,-0.149391,0.000597
0.837500,0.437500,-0.070071,-0.144481,0.000592
0.862500,0.437500,-0.054957,-0.135656,0.000568
0.887500,0.437500,-0.040608,-0.122774,0.000523
0.912500,0.437500,-0.027553,-0.105785,0.000456
0.937500,0.437500,-0.016362,-0.084755,0.000367
0.962500,0.437500,-0.007636,-0.059874,0.000254
0.987500,0.437500,-0.001982,-0.031470,0.000118
0.012500,0.462500,-0.002181,0.035416,-0.000981
0.037500,0.462500,-0.008337,0.067373,-0.001125
0.062500,0.462500,-0.017740,0.095149,-0.001244
0.087500,0.462500,-0.029712,0.118419,-0.001337
0.112500,0.462500,-0.043586,0.137016,-0.001404
0.137500,0.462500,-0.058730,0.150918,-0.001447
0.162500,0.462500,-0.074571,0.160232,-0.001467
0.187500,0.462500,-0.090598,0.165167,-0.001465
0.212500,0.462500,-0.106378,0.166014,-0.001444
0.237500,0.462500,-0.121553,0.163118,-0.001404
0.262500,0.462500,-0.135837,0.156859,-0.001349
0.287500,0.462500,-0.149013,0.147630,-0.001280
0.312500,0.462500,-0.160920,0.135825,-0.001198
0.337500,0.462500,-0.171449,0.121824,-0.001107
0.362500,0.462500,-0.180528,0.105988,-0.001007
0.387500,0.462500,-0.188114,0.088656,-0.000900
0.412500,0.462500,-0.194187,0.070140,-0.000787
0.437500,0.462500,-0.198739,0.050731,-0.000670
0.462500,0.462500,-0.201769,0.030698,-0.000550
0.487500,0.462500,-0.203280,0.010299,-0.000428
0.512500,0.462500,-0.203272,-0.010222,-0.000306
0.537500,0.462500,-0.201747,-0.030621,-0.000184
0.562500,0.462500,-0.198701,-0.050653,-0.000064
0.587500,0.462500,-0.194134,-0.070062,0.000053
0.612500,0.462500,-0.188044,-0.088578,0.000165
0.637500,0.462500,-0.180442,-0.105911,0.000272
0.662500,0.462500,-0.171346,-0.121746,0.000372
0.687500,0.462500,-0.160800,-0.135748,0.000464
0.712500,0.462500,-0.148875,-0.147555,0.000545
0.737500,0.462500,-0.135682,-0.156787,0.000614
0.762500,0.462500,-0.121382,-0.163051,0.000669
0.787500,0.462500,-0.106192,-0.165953,0.000708
0.812500,0.462500,-0.090399,-0.165116,0.000729
0.837500,0.462500,-0.074363,-0.160194,0.000731
0.862500,0.462500,-0.058519,-0.150898,0.000710
0.887500,0.462500,-0.043379,-0.137019,0.000667
0.912500,0.462500,-0.029521,-0.118451,0.000598
0.937500,0.462500,-0.017579,-0.095219,0.000505
0.962500,0.462500,-0.008224,-0.067490,0.000385
0.987500,0.462500,-0.002139,-0.035591,0.000240
0.012500,0.487500,-0.002351,0.039950,-0.001128
0.037500,0.487500,-0.008973,0.075619,-0.001283
0.062500,0.487500,-0.019045,0.106381,-0.001408
0.087500,0.487500,-0.031798,0.131914,-0.001504
0.112500,0.487500,-0.046484,0.152082,-0.001572
0.137500,0.487500,-0.062402,0.166917,-0.001612
0.162500,0.487500,-0.078921,0.176595,-0.001627
0.187500,0.487500,-0.095498,0.181409,-0.001618
0.212500,0.487500,-0.111676,0.181732,-0.001587
0.237500,0.487500,-0.127096,0.177995,-0.001537
0.262500,0.487500,-0.141479,0.170651,-0.001470
0.287500,0.487500,-0.154629,0.160164,-0.001389
0.312500,0.487500,-0.166409,0.146981,-0.001295
0.337500,0.487500,-0.176741,0.131530,-0.001190
0.362500,0.487500,-0.185581,0.114204,-0.001077
0.387500,0.487500,-0.192919,0.095366,-0.000957
0.412500,0.487500,-0.198759,0.075344,-0.000831
0.437500,0.487500,-0.203115,0.054436,-0.000701
0.462500,0.487500,-0.206004,0.032914,-0.000569
0.487500,0.487500,-0.207441,0.011032,-0.000435
0.512500,0.487500,-0.207433,-0.010969,-0.000300
0.537500,0.487500,-0.205980,-0.032851,-0.000165
0.562500,0.487500,-0.203075,-0.054373,-0.000033
0.587500,0.487500,-0.198702,-0.075281,0.000097
0.612500,0.487500,-0.192846,-0.095303,0.000222
0.637500,0.487500,-0.185491,-0.114142,0.000343
0.662500,0.487500,-0.176632,-0.131468,0.000456
0.687500,0.487500,-0.166283,-0.146921,0.000560
0.712500,0.487500,-0.154484,-0.160105,0.000654
0.737500,0.487500,-0.141317,-0.170595,0.000735
0.762500,0.487500,-0.126916,-0.177942,0.000802
0.787500,0.487500,-0.111481,-0.181685,0.000851
0.812500,0.487500,-0.095289,-0.181368,0.000882
0.837500,0.487500,-0.078704,-0.176562,0.000890
0.862500,0.487500,-0.062181,-0.166894,0.000875
0.887500,0.487500,-0.046269,-0.152073,0.000834
0.912500,0.487500,-0.031600,-0.131922,0.000766
0.937500,0.487500,-0.018878,-0.106410,0.000669
0.962500,0.487500,-0.008856,-0.075674,0.000543
0.987500,0.487500,-0.002308,-0.040037,0.000387
0.012500,0.512500,-0.002536,0.044840,-0.001305
0.037500,0.512500,-0.009659,0.084476,-0.001470
0.062500,0.512500,-0.020439,0.118379,-0.001602
0.087500,0.512500,-0.034003,0.146235,-0.001701
0.112500,0.512500,-0.049503,0.167949,-0.001767
0.137500,0.512500,-0.066162,0.183627,-0.001803
0.162500,0.512500,-0.083288,0.193533,-0.001811
0.187500,0.512500,-0.100301,0.198061,-0.001792
0.212500,0.512500,-0.116730,0.197690,-0.001749
0.237500,0.512500,-0.132217,0.192945,-0.001687
0.262500,0.512500,-0.146503,0.184373,-0.001606
0.287500,0.512500,-0.159419,0.172509,-0.001510
0.312500,0.512500,-0.170865,0.157865,-0.001401
0.337500,0.512500,-0.180799,0.140913,-0.001282
0.362500,0.512500,-0.189218,0.122082,-0.001154
0.387500,0.512500,-0.196145,0.101754,-0.001020
0.412500,0.512500,-0.201615,0.080268,-0.000880
0.437500,0.512500,-0.205671,0.057925,-0.000736
0.462500,0.512500,-0.208349,0.034994,-0.000590
0.487500,0.512500,-0.209677,0.011718,-0.000441
0.512500,0.512500,-0.209669,-0.011670,-0.000293
0.537500,0.512500,-0.208325,-0.034945,-0.000145
0.562500,0.512500,-0.205630,-0.057877,0.000002
0.587500,0.512500,-0.201558,-0.080221,0.000145
0.612500,0.512500,-0.196069,-0.101707,0.000285
0.637500,0.512500,-0.189125,-0.122035,0.000420
0.662500,0.512500,-0.180689,-0.140868,0.000547
0.687500,0.512500,-0.170736,-0.157821,0.000667
0.712500,0.512500,-0.159272,-0.172467,0.000775
0.737500,0.512500,-0.146338,-0.184333,0.000871
0.762500,0.512500,-0.132034,-0.192908,0.000951
0.787500,0.512500,-0.116532,-0.197655,0.001014
0.812500,0.512500,-0.100089,-0.198030,0.001055
0.837500,0.512500,-0.083068,-0.193505,0.001074
0.862500,0.512500,-0.065939,-0.183602,0.001066
0.887500,0.512500,-0.049286,-0.167929,0.001030
0.912500,0.512500,-0.033802,-0.146218,0.000962
0.937500,0.512500,-0.020270,-0.118367,0.000863
0.962500,0.512500,-0.009540,-0.084468,0.000730
0.987500,0.512500,-0.002492,-0.044837,0.000563
0.012500,0.537500,-0.002739,0.050117,-0.001514
0.037500,0.537500,-0.010404,0.093990,-0.001691
0.062500,0.537500,-0.021940,0.131183,-0.001829
0.087500,0.537500,-0.036341,0.161398,-0.001930
0.112500,0.537500,-0.052652,0.184599,-0.001994
0.137500,0.537500,-0.069999,0.200984,-0.002023
0.162500,0.537500,-0.087631,0.210936,-0.002020
0.187500,0.537500,-0.104930,0.214972,-0.001989
0.212500,0.537500,-0.121418,0.213698,-0.001933
0.237500,0.537500,-0.136748,0.207756,-0.001854
0.262500,0.537500,-0.150693,0.197794,-0.001757
0.287500,0.537500,-0.163121,0.184433,-0.001644
0.312500,0.537500,-0.173983,0.168250,-0.001519
0.337500,0.537500,-0.183281,0.149763,-0.001383
0.362500,0.537500,-0.191062,0.129432,-0.001239
0.387500,0.537500,-0.197388,0.107658,-0.001088
0.412500,0.537500,-0.202334,0.084783,-0.000932
0.437500,0.537500,-0.205970,0.061104,-0.000773
0.462500,0.537500,-0.208355,0.036880,-0.000612
0.487500,0.537500,-0.209533,0.012339,-0.000449
0.512500,0.537500,-0.209525,-0.012305,-0.000286
0.537500,0.537500,-0.208331,-0.036846,-0.000123
0.562500,0.537500,-0.205929,-0.061071,0.000039
0.587500,0.537500,-0.202276,-0.084750,0.000198
0.612500,0.537500,-0.197314,-0.107626,0.000353
0.637500,0.537500,-0.190970,-0.129402,0.000504
0.662500,0.537500,-0.183172,-0.149734,0.000648
0.687500,0.537500,-0.173855,-0.168222,0.000784
0.712500,0.537500,-0.162976,-0.184408,0.000909
0.737500,0.537500,-0.150529,-0.197770,0.001022
0.762500,0.537500,-0.136568,-0.207733,0.001118
0.787500,0.537500,-0.121223,-0.213676,0.001197
0.812500,0.537500,-0.104722,-0.214950,0.001253
0.837500,0.537500,-0.087414,-0.210912,0.001284
0.862500,0.537500,-0.069779,-0.200958,0.001286
0.887500,0.537500,-0.052437,-0.184567,0.001256
0.912500,0.537500,-0.036143,-0.161356,0.001191
0.937500,0.537500,-0.021773,-0.131129,0.001090
0.962500,0.537500,-0.010287,-0.093919,0.000950
0.987500,0.537500,-0.002695,-0.050024,0.000772
0.012500,0.562500,-0.002963,0.055820,-0.001761
0.037500,0.562500,-0.011223,0.104215,-0.001949
0.062500,0.562500,-0.023566,0.144838,-0.002094
0.087500,0.562500,-0.038835,0.177415,-0.002195
0.112500,0.562500,-0.055936,0.201995,-0.002254
0.137500,0.562500,-0.073896,0.218897,-0.002274
0.162500,0.562500,-0.091894,0.228654,-0.002259
0.187500,0.562500,-0.109281,0.231942,-0.002212
0.212500,0.562500,-0.125581,0.229517,-0.002138
0.237500,0.562500,-0.140474,0.222161,-0.002040
0.262500,0.562500,-0.153775,0.210637,-0.001924
0.287500,0.562500,-0.165411,0.195657,-0.001791
0.312500,0.562500,-0.175390,0.177867,-0.001646
0.337500,0.562500,-0.183775,0.157832,-0.001492
0.362500,0.562500,-0.190667,0.136037,-0.001329
0.387500,0.562500,-0.196177,0.112892,-0.001161
0.412500,0.562500,-0.200422,0.088740,-0.000988
0.437500,0.562500,-0.203504,0.063866,-0.000813
0.462500,0.562500,-0.205506,0.038508,-0.000635
0.487500,0.562500,-0.206488,0.012873,-0.000457
0.512500,0.562500,-0.206480,-0.012853,-0.000278
0.537500,0.562500,-0.205483,-0.038488,-0.000099
0.562500,0.562500,-0.203464,-0.063847,0.000078
0.587500,0.562500,-0.200367,-0.088723,0.000254
0.612500,0.562500,-0.196106,-0.112876,0.000426
0.637500,0.562500,-0.190579,-0.136022,0.000594
0.662500,0.562500,-0.183670,-0.157819,0.000757
0.687500,0.562500,-0.175268,-0.177856,0.000911
0.712500,0.562500,-0.165272,-0.195648,0.001056
0.737500,0.562500,-0.153619,-0.210628,0.001188
0.762500,0.562500,-0.140302,-0.222153,0.001305
0.787500,0.562500,-0.125395,-0.229508,0.001402
0.812500,0.562500,-0.109083,-0.231929,0.001476
0.837500,0.562500,-0.091686,-0.228636,0.001522
0.862500,0.562500,-0.073685,-0.218869,0.001537
0.887500,0.562500,-0.055730,-0.201951,0.001517
0.912500,0.562500,-0.038644,-0.177350,0.001457
0.937500,0.562500,-0.023405,-0.144744,0.001355
0.962500,0.562500,-0.011110,-0.104083,0.001209
0.987500,0.562500,-0.002921,-0.055639,0.001019
0.012500,0.587500,-0.003214,0.061999,-0.002051
0.037500,0.587500,-0.012132,0.115218,-0.002253
0.062500,0.587500,-0.025345,0.159392,-0.002403
0.087500,0.587500,-0.041505,0.194292,-0.002503
0.112500,0.587500,-0.059362,0.220078,-0.002554
0.137500,0.587500,-0.077822,0.237236,-0.002561
0.162500,0.587500,-0.095997,0.246490,-0.002529
0.187500,0.587500,-0.113214,0.248713,-0.002462
0.212500,0.587500,-0.129012,0.244846,-0.002366
0.237500,0.587500,-0.143118,0.235832,-0.002246
0.262500,0.587500,-0.155411,0.222562,-0.002106
0.287500,0.587500,-0.165890,0.205849,-0.001951
0.312500,0.587500,-0.174639,0.186404,-0.001784
0.337500,0.587500,-0.181792,0.164835,-0.001608
0.362500,0.587500,-0.187511,0.141646,-0.001426
0.387500,0.587500,-0.191966,0.117250,-0.001238
0.412500,0.587500,-0.195315,0.091977,-0.001048
0.437500,0.587500,-0.197695,0.066092,-0.000855
0.462500,0.587500,-0.199216,0.039807,-0.000660
0.487500,0.587500,-0.199954,0.013295,-0.000465
0.512500,0.587500,-0.199947,-0.013289,-0.000270
0.537500,0.587500,-0.199195,-0.039801,-0.000074
0.562500,0.587500,-0.197658,-0.066087,0.000120
0.587500,0.587500,-0.195263,-0.091974,0.000313
0.612500,0.587500,-0.191900,-0.117248,0.000504
0.637500,0.587500,-0.187429,-0.141646,0.000691
0.662500,0.587500,-0.181694,-0.164836,0.000873
0.687500,0.587500,-0.174526,-0.186408,0.001049
0.712500,0.587500,-0.165762,-0.205854,0.001216
0.737500,0.587500,-0.155267,-0.222568,0.001371
0.762500,0.587500,-0.142959,-0.235836,0.001510
0.787500,0.587500,-0.128840,-0.244848,0.001630
0.812500,0.587500,-0.113030,-0.248709,0.001726
0.837500,0.587500,-0.095805,-0.246476,0.001792
0.862500,0.587500,-0.077627,-0.237206,0.001824
0.887500,0.587500,-0.059171,-0.220024,0.001816
0.912500,0.587500,-0.041328,-0.194204,0.001764
0.937500,0.587500,-0.025194,-0.159260,0.001664
0.962500,0.587500,-0.012026,-0.115028,0.001513
0.987500,0.587500,-0.003174,-0.061734,0.001310
0.012500,0.612500,-0.003500,0.068714,-0.002392
0.037500,0.612500,-0.013154,0.127079,-0.002607
0.062500,0.612500,-0.027309,0.174901,-0.002763
0.087500,0.612500,-0.044383,0.212020,-0.002858
0.112500,0.612500,-0.062932,0.238757,-0.002898
0.137500,0.612500,-0.081732,0.255819,-0.002888
0.162500,0.612500,-0.099828,0.264178,-0.002833
0.187500,0.612500,-0.116537,0.264953,-0.002741
0.212500,0.612500,-0.131439,0.259307,-0.002618
0.237500,0.612500,-0.144329,0.248367,-0.002470
0.262500,0.612500,-0.155175,0.233167,-0.002304
0.287500,0.612500,-0.164071,0.214621,-0.002122
0.312500,0.612500,-0.171191,0.193502,-0.001931
0.337500,0.612500,-0.176752,0.170453,-0.001731
0.362500,0.612500,-0.180988,0.145986,-0.001527
0.387500,0.612500,-0.184126,0.120504,-0.001319
0.412500,0.612500,-0.186370,0.094318,-0.001109
0.437500,0.612500,-0.187894,0.067658,-0.000898
0.462500,0.612500,-0.188832,0.040702,-0.000686
0.487500,0.612500,-0.189274,0.013582,-0.000473
0.512500,0.612500,-0.189268,-0.013588,-0.000261
0.537500,0.612500,-0.188812,-0.040708,-0.000049
0.562500,0.612500,-0.187861,-0.067665,0.000163
0.587500,0.612500,-0.186324,-0.094326,0.000374
0.612500,0.612500,-0.184066,-0.120515,0.000584
0.637500,0.612500,-0.180915,-0.145998,0.000792
0.662500,0.612500,-0.176665,-0.170467,0.000996
0.687500,0.612500,-0.171090,-0.193519,0.001196
0.712500,0.612500,-0.163957,-0.214638,0.001387
0.737500,0.612500,-0.155047,-0.233186,0.001568
0.762500,0.612500,-0.144188,-0.248384,0.001735
0.787500,0.612500,-0.131287,-0.259320,0.001882
0.812500,0.612500,-0.116375,-0.264957,0.002005
0.837500,0.612500,-0.099657,-0.264169,0.002097
0.862500,0.612500,-0.081559,-0.255788,0.002151
0.887500,0.612500,-0.062761,-0.238695,0.002161
0.912500,0.612500,-0.044223,-0.211913,0.002120
0.937500,0.612500,-0.027172,-0.174734,0.002024
0.962500,0.612500,-0.013057,-0.126835,0.001868
0.987500,0.612500,-0.003463,-0.068371,0.001651
0.012500,0.637500,-0.003830,0.076045,-0.002792
0.037500,0.637500,-0.014320,0.139895,-0.003023
0.062500,0.637500,-0.029501,0.191421,-0.003182
0.087500,0.637500,-0.047498,0.230572,-0.003270
0.112500,0.637500,-0.066638,0.257896,-0.003293
0.137500,0.637500,-0.085552,0.274397,-0.003258
0.162500,0.637500,-0.103224,0.281370,-0.003175
0.187500,0.637500,-0.118991,0.280240,-0.003051
0.212500,0.637500,-0.132500,0.272433,-0.002895
0.237500,0.637500,-0.143653,0.259285,-0.002714
0.262500,0.637500,-0.152535,0.241980,-0.002516
0.287500,0.637500,-0.159358,0.221529,-0.002305
0.312500,0.637500,-0.164402,0.198760,-0.002085
0.337500,0.637500,-0.167979,0.174335,-0.001860
0.362500,0.637500,-0.170398,0.148760,-0.001631
0.387500,0.637500,-0.171945,0.122416,-0.001402
0.412500,0.637500,-0.172871,0.095577,-0.001171
0.437500,0.637500,-0.173380,0.068434,-0.000941
0.462500,0.637500,-0.173631,0.041115,-0.000712
0.487500,0.637500,-0.173727,0.013709,-0.000482
0.512500,0.637500,-0.173721,-0.013725,-0.000253
0.537500,0.637500,-0.173614,-0.041132,-0.000023
0.562500,0.637500,-0.173352,-0.068452,0.000207
