02_129_129_1000_UDS_08
RE: 1000.000000
ITERACTIONS: 3000
VARIABLES = "X", "Y", "U", "V", "P"
0.949612,0.220930,-0.003710,-0.014307,-0.000064
0.957364,0.220930,-0.002725,-0.012256,-0.000080
0.965116,0.220930,-0.001884,-0.010190,-0.000095
0.972868,0.220930,-0.001194,-0.008119,-0.000112
0.980620,0.220930,-0.000660,-0.006055,-0.000129
0.988372,0.220930,-0.000288,-0.004008,-0.000147
0.996124,0.220930,-0.000071,-0.001994,-0.000162
0.003876,0.228682,-0.000076,0.002087,0.000536
0.011628,0.228682,-0.000315,0.004290,0.000512
0.019380,0.228682,-0.000724,0.006513,0.000487
0.027132,0.228682,-0.001300,0.008745,0.000462
0.034884,0.228682,-0.002038,0.010975,0.000437
0.042636,0.228682,-0.002932,0.013193,0.000414
0.050388,0.228682,-0.003974,0.015389,0.000390
0.058140,0.228682,-0.005160,0.017554,0.000367
0.065891,0.228682,-0.006482,0.019679,0.000345
0.073643,0.228682,-0.007934,0.021756,0.000323
0.081395,0.228682,-0.009510,0.023777,0.000301
0.089147,0.228682,-0.011204,0.025735,0.000280
0.096899,0.228682,-0.013009,0.027623,0.000260
0.104651,0.228682,-0.014919,0.029436,0.000240
0.112403,0.228682,-0.016927,0.031166,0.000221
0.120155,0.228682,-0.019027,0.032811,0.000202
0.127907,0.228682,-0.021212,0.034364,0.000183
0.135659,0.228682,-0.023475,0.035822,0.000166
0.143411,0.228682,-0.025811,0.037181,0.000148
0.151163,0.228682,-0.028212,0.038438,0.000132
0.158915,0.228682,-0.030672,0.039591,0.000116
0.166667,0.228682,-0.033185,0.040637,0.000100
0.174419,0.228682,-0.035744,0.041575,0.000086
0.182171,0.228682,-0.038342,0.042403,0.000072
0.189922,0.228682,-0.040973,0.043121,0.000058
0.197674,0.228682,-0.043631,0.043728,0.000045
0.205426,0.228682,-0.046309,0.044223,0.000033
0.213178,0.228682,-0.049001,0.044607,0.000021
0.220930,0.228682,-0.051701,0.044881,0.000010
0.228682,0.228682,-0.054403,0.045044,-0.000000
0.236434,0.228682,-0.057101,0.045099,-0.000010
0.244186,0.228682,-0.059788,0.045045,-0.000019
0.251938,0.228682,-0.062459,0.044886,-0.000027
0.259690,0.228682,-0.065109,0.044623,-0.000035
0.267442,0.228682,-0.067732,0.044256,-0.000042
0.275194,0.228682,-0.070322,0.043790,-0.000049
0.282946,0.228682,-0.072874,0.043225,-0.000055
0.290698,0.228682,-0.075383,0.042565,-0.000060
0.298450,0.228682,-0.077845,0.041812,-0.000065
0.306202,0.228682,-0.080254,0.040968,-0.000069
0.313953,0.228682,-0.082605,0.040037,-0.000073
0.321705,0.228682,-0.084895,0.039021,-0.000075
0.329457,0.228682,-0.087119,0.037924,-0.000078
0.337209,0.228682,-0.089273,0.036748,-0.000080
0.344961,0.228682,-0.091352,0.035497,-0.000081
0.352713,0.228682,-0.093354,0.034174,-0.000081
0.360465,0.228682,-0.095274,0.032783,-0.000082
0.368217,0.228682,-0.097110,0.031326,-0.000081
0.375969,0.228682,-0.098857,0.029808,-0.000080
0.383721,0.228682,-0.100513,0.028231,-0.000079
0.391473,0.228682,-0.102075,0.026599,-0.000077
0.399225,0.228682,-0.103541,0.024917,-0.000075
0.406977,0.228682,-0.104907,0.023186,-0.000072
0.414729,0.228682,-0.106172,0.021412,-0.000069
0.422481,0.228682,-0.107334,0.019597,-0.000066
0.430233,0.228682,-0.108390,0.017745,-0.000062
0.437984,0.228682,-0.109338,0.015860,-0.000058
0.445736,0.228682,-0.110178,0.013946,-0.000053
0.453488,0.228682,-0.110908,0.012005,-0.000049
0.461240,0.228682,-0.111526,0.010043,-0.000044
0.468992,0.228682,-0.112032,0.008062,-0.000038
0.476744,0.228682,-0.112425,0.006066,-0.000033
0.484496,0.228682,-0.112704,0.004059,-0.000027
0.492248,0.228682,-0.112869,0.002044,-0.000021
0.500000,0.228682,-0.112919,0.000026,-0.000015
0.507752,0.228682,-0.112855,-0.001992,-0.000008
0.515504,0.228682,-0.112676,-0.004007,-0.000002
0.523256,0.228682,-0.112383,-0.006014,0.000005
0.531008,0.228682,-0.111976,-0.008010,0.000011
0.538760,0.228682,-0.111456,-0.009992,0.000018
0.546512,0.228682,-0.110824,-0.011955,0.000025
0.554264,0.228682,-0.110081,-0.013896,0.000032
0.562016,0.228682,-0.109227,-0.015811,0.000038
0.569767,0.228682,-0.108266,-0.017697,0.000045
0.577519,0.228682,-0.107197,-0.019550,0.000052
0.585271,0.228682,-0.106023,-0.021366,0.000058
0.593023,0.228682,-0.104745,-0.023142,0.000065
0.600775,0.228682,-0.103367,-0.024874,0.000071
0.608527,0.228682,-0.101889,-0.026558,0.000077
0.616279,0.228682,-0.100316,-0.028191,0.000083
0.624031,0.228682,-0.098648,-0.029769,0.000089
0.631783,0.228682,-0.096890,-0.031289,0.000095
0.639535,0.228682,-0.095045,-0.032748,0.000100
0.647287,0.228682,-0.093114,-0.034141,0.000105
0.655039,0.228682,-0.091103,-0.035466,0.000110
0.662791,0.228682,-0.089015,-0.036719,0.000115
0.670543,0.228682,-0.086853,-0.037897,0.000119
0.678295,0.228682,-0.084621,-0.038996,0.000123
0.686047,0.228682,-0.082324,-0.040014,0.000127
0.693798,0.228682,-0.079965,-0.040948,0.000130
0.701550,0.228682,-0.077550,-0.041794,0.000132
0.709302,0.228682,-0.075083,-0.042549,0.000135
0.717054,0.228682,-0.072568,-0.043212,0.000137
0.724806,0.228682,-0.070011,-0.043779,0.000138
0.732558,0.228682,-0.067418,-0.044248,0.000139
0.740310,0.228682,-0.064792,-0.044617,0.000140
0.748062,0.228682,-0.062140,-0.044883,0.000140
0.755814,0.228682,-0.059467,-0.045045,0.000139
0.763566,0.228682,-0.056778,-0.045101,0.000138
0.771318,0.228682,-0.054080,-0.045049,0.000137
0.779070,0.228682,-0.051379,-0.044889,0.000135
0.786822,0.228682,-0.048680,-0.044618,0.000132
0.794574,0.228682,-0.045990,-0.044237,0.000129
0.802326,0.228682,-0.043314,-0.043744,0.000125
0.810078,0.228682,-0.040660,-0.043141,0.000121
0.817829,0.228682,-0.038033,-0.042426,0.000116
0.825581,0.228682,-0.035440,-0.041601,0.000111
0.833333,0.228682,-0.032887,-0.040666,0.000105
0.841085,0.228682,-0.030381,-0.039622,0.000098
0.848837,0.228682,-0.027928,-0.038472,0.000091
0.856589,0.228682,-0.025535,-0.037217,0.000083
0.864341,0.228682,-0.023209,-0.035861,0.000075
0.872093,0.228682,-0.020955,-0.034405,0.000066
0.879845,0.228682,-0.018781,-0.032854,0.000056
0.887597,0.228682,-0.016693,-0.031211,0.000046
0.895349,0.228682,-0.014698,-0.029482,0.000035
0.903101,0.228682,-0.012802,-0.027671,0.000024
0.910853,0.228682,-0.011011,-0.025784,0.000011
0.918605,0.228682,-0.009332,-0.023826,-0.000001
0.926357,0.228682,-0.007772,-0.021806,-0.000015
0.934109,0.228682,-0.006336,-0.019729,-0.000029
0.941860,0.228682,-0.005032,-0.017604,-0.000043
0.949612,0.228682,-0.003864,-0.015440,-0.000058
0.957364,0.228682,-0.002840,-0.013245,-0.000074
0.965116,0.228682,-0.001966,-0.011029,-0.000091
0.972868,0.228682,-0.001247,-0.008803,-0.000108
0.980620,0.228682,-0.000690,-0.006577,-0.000126
0.988372,0.228682,-0.000301,-0.004361,-0.000144
0.996124,0.228682,-0.000075,-0.002174,-0.000161
0.003876,0.236434,-0.000080,0.002274,0.000536
0.011628,0.236434,-0.000328,0.004659,0.000510
0.019380,0.236434,-0.000753,0.007056,0.000485
0.027132,0.236434,-0.001352,0.009456,0.000459
0.034884,0.236434,-0.002118,0.011848,0.000434
0.042636,0.236434,-0.003045,0.014222,0.000409
0.050388,0.236434,-0.004127,0.016567,0.000385
0.058140,0.236434,-0.005356,0.018874,0.000362
0.065891,0.236434,-0.006726,0.021135,0.000339
0.073643,0.236434,-0.008231,0.023342,0.000316
0.081395,0.236434,-0.009863,0.025486,0.000294
0.089147,0.236434,-0.011616,0.027560,0.000273
0.096899,0.236434,-0.013484,0.029558,0.000252
0.104651,0.236434,-0.015459,0.031473,0.000231
0.112403,0.236434,-0.017535,0.033300,0.000212
0.120155,0.236434,-0.019705,0.035034,0.000193
0.127907,0.236434,-0.021961,0.036670,0.000174
0.135659,0.236434,-0.024299,0.038204,0.000156
0.143411,0.236434,-0.026709,0.039633,0.000139
0.151163,0.236434,-0.029186,0.040952,0.000122
0.158915,0.236434,-0.031723,0.042161,0.000106
0.166667,0.236434,-0.034314,0.043257,0.000090
0.174419,0.236434,-0.036950,0.044237,0.000075
0.182171,0.236434,-0.039626,0.045102,0.000061
0.189922,0.236434,-0.042335,0.045849,0.000048
0.197674,0.236434,-0.045070,0.046478,0.000035
0.205426,0.236434,-0.047825,0.046990,0.000022
0.213178,0.236434,-0.050594,0.047384,0.000011
0.220930,0.236434,-0.053370,0.047662,-0.000000
0.228682,0.236434,-0.056146,0.047823,-0.000010
0.236434,0.236434,-0.058917,0.047869,-0.000020
0.244186,0.236434,-0.061677,0.047802,-0.000029
0.251938,0.236434,-0.064419,0.047623,-0.000037
0.259690,0.236434,-0.067139,0.047334,-0.000045
0.267442,0.236434,-0.069830,0.046936,-0.000052
0.275194,0.236434,-0.072486,0.046433,-0.000058
0.282946,0.236434,-0.075104,0.045826,-0.000064
0.290698,0.236434,-0.077676,0.045119,-0.000069
0.298450,0.236434,-0.080199,0.044314,-0.000073
0.306202,0.236434,-0.082667,0.043413,-0.000077
0.313953,0.236434,-0.085076,0.042421,-0.000081
0.321705,0.236434,-0.087421,0.041339,-0.000083
0.329457,0.236434,-0.089698,0.040172,-0.000085
0.337209,0.236434,-0.091903,0.038922,-0.000087
0.344961,0.236434,-0.094031,0.037593,-0.000088
0.352713,0.236434,-0.096079,0.036189,-0.000088
0.360465,0.236434,-0.098044,0.034712,-0.000088
0.368217,0.236434,-0.099921,0.033167,-0.000087
0.375969,0.236434,-0.101708,0.031556,-0.000086
0.383721,0.236434,-0.103402,0.029885,-0.000085
0.391473,0.236434,-0.104999,0.028156,-0.000082
0.399225,0.236434,-0.106497,0.026373,-0.000080
0.406977,0.236434,-0.107894,0.024540,-0.000077
0.414729,0.236434,-0.109187,0.022660,-0.000073
0.422481,0.236434,-0.110374,0.020739,-0.000070
0.430233,0.236434,-0.111453,0.018778,-0.000066
0.437984,0.236434,-0.112422,0.016783,-0.000061
0.445736,0.236434,-0.113281,0.014756,-0.000056
0.453488,0.236434,-0.114026,0.012703,-0.000051
0.461240,0.236434,-0.114658,0.010626,-0.000046
0.468992,0.236434,-0.115175,0.008529,-0.000040
0.476744,0.236434,-0.115577,0.006418,-0.000034
0.484496,0.236434,-0.115862,0.004294,-0.000028
0.492248,0.236434,-0.116030,0.002163,-0.000021
0.500000,0.236434,-0.116082,0.000027,-0.000015
0.507752,0.236434,-0.116017,-0.002108,-0.000008
0.515504,0.236434,-0.115834,-0.004240,-0.000001
0.523256,0.236434,-0.115535,-0.006364,0.000006
0.531008,0.236434,-0.115120,-0.008476,0.000013
0.538760,0.236434,-0.114589,-0.010573,0.000020
0.546512,0.236434,-0.113944,-0.012650,0.000027
0.554264,0.236434,-0.113185,-0.014704,0.000034
0.562016,0.236434,-0.112314,-0.016732,0.000041
0.569767,0.236434,-0.111331,-0.018728,0.000048
0.577519,0.236434,-0.110240,-0.020690,0.000055
0.585271,0.236434,-0.109040,-0.022613,0.000062
0.593023,0.236434,-0.107735,-0.024493,0.000069
0.600775,0.236434,-0.106327,-0.026328,0.000076
0.608527,0.236434,-0.104817,-0.028112,0.000082
0.616279,0.236434,-0.103208,-0.029843,0.000089
0.624031,0.236434,-0.101504,-0.031516,0.000095
0.631783,0.236434,-0.099706,-0.033128,0.000101
0.639535,0.236434,-0.097819,-0.034675,0.000107
0.647287,0.236434,-0.095844,-0.036154,0.000112
0.655039,0.236434,-0.093787,-0.037560,0.000117
0.662791,0.236434,-0.091649,-0.038891,0.000122
0.670543,0.236434,-0.089436,-0.040143,0.000127
0.678295,0.236434,-0.087152,-0.041312,0.000131
0.686047,0.236434,-0.084799,-0.042396,0.000135
0.693798,0.236434,-0.082384,-0.043391,0.000138
0.701550,0.236434,-0.079909,-0.044294,0.000141
0.709302,0.236434,-0.077381,-0.045101,0.000144
0.717054,0.236434,-0.074804,-0.045811,0.000146
0.724806,0.236434,-0.072182,-0.046420,0.000148
0.732558,0.236434,-0.069522,-0.046926,0.000149
0.740310,0.236434,-0.066828,-0.047326,0.000150
0.748062,0.236434,-0.064106,-0.047618,0.000150
0.755814,0.236434,-0.061362,-0.047800,0.000150
0.763566,0.236434,-0.058601,-0.047870,0.000149
0.771318,0.236434,-0.055829,-0.047826,0.000148
0.779070,0.236434,-0.053053,-0.047668,0.000146
0.786822,0.236434,-0.050279,-0.047393,0.000143
0.794574,0.236434,-0.047512,-0.047002,0.000140
0.802326,0.236434,-0.044759,-0.046493,0.000137
0.810078,0.236434,-0.042027,-0.045866,0.000132
0.817829,0.236434,-0.039323,-0.045122,0.000128
0.825581,0.236434,-0.036651,-0.044260,0.000122
0.833333,0.236434,-0.034021,-0.043283,0.000116
0.841085,0.236434,-0.031437,-0.042190,0.000110
0.848837,0.236434,-0.028908,-0.040984,0.000102
0.856589,0.236434,-0.026439,-0.039666,0.000094
0.864341,0.236434,-0.024037,-0.038240,0.000086
0.872093,0.236434,-0.021710,-0.036708,0.000077
0.879845,0.236434,-0.019464,-0.035074,0.000067
0.887597,0.236434,-0.017305,-0.033342,0.000056
0.895349,0.236434,-0.015242,-0.031516,0.000045
0.903101,0.236434,-0.013280,-0.029602,0.000033
0.910853,0.236434,-0.011426,-0.027605,0.000021
0.918605,0.236434,-0.009688,-0.025531,0.000008
0.926357,0.236434,-0.008071,-0.023388,-0.000006
0.934109,0.236434,-0.006583,-0.021182,-0.000021
0.941860,0.236434,-0.005230,-0.018921,-0.000036
0.949612,0.236434,-0.004018,-0.016615,-0.000052
0.957364,0.236434,-0.002955,-0.014271,-0.000068
0.965116,0.236434,-0.002047,-0.011900,-0.000085
0.972868,0.236434,-0.001300,-0.009512,-0.000103
0.980620,0.236434,-0.000720,-0.007118,-0.000122
0.988372,0.236434,-0.000315,-0.004729,-0.000141
0.996124,0.236434,-0.000078,-0.002361,-0.000158
0.003876,0.244186,-0.000083,0.002468,0.000535
0.011628,0.244186,-0.000341,0.005041,0.000508
0.019380,0.244186,-0.000783,0.007619,0.000482
0.027132,0.244186,-0.001404,0.010194,0.000455
0.034884,0.244186,-0.002198,0.012753,0.000430
0.042636,0.244186,-0.003159,0.015287,0.000404
0.050388,0.244186,-0.004279,0.017786,0.000379
0.058140,0.244186,-0.005552,0.020241,0.000355
0.065891,0.244186,-0.006970,0.022642,0.000332
0.073643,0.244186,-0.008527,0.024982,0.000309
0.081395,0.244186,-0.010216,0.027253,0.000286
0.089147,0.244186,-0.012028,0.029446,0.000264
0.096899,0.244186,-0.013959,0.031557,0.000243
0.104651,0.244186,-0.015999,0.033578,0.000222
0.112403,0.244186,-0.018143,0.035503,0.000202
0.120155,0.244186,-0.020383,0.037329,0.000183
0.127907,0.244186,-0.022712,0.039049,0.000164
0.135659,0.244186,-0.025123,0.040661,0.000145
0.143411,0.244186,-0.027608,0.042160,0.000128
0.151163,0.244186,-0.030162,0.043544,0.000111
0.158915,0.244186,-0.032776,0.044809,0.000095
0.166667,0.244186,-0.035443,0.045954,0.000079
0.174419,0.244186,-0.038157,0.046978,0.000064
0.182171,0.244186,-0.040911,0.047878,0.000050
0.189922,0.244186,-0.043698,0.048654,0.000036
0.197674,0.244186,-0.046511,0.049306,0.000023
0.205426,0.244186,-0.049343,0.049834,0.000011
0.213178,0.244186,-0.052188,0.050238,-0.000000
0.220930,0.244186,-0.055039,0.050519,-0.000011
0.228682,0.244186,-0.057890,0.050677,-0.000021
0.236434,0.244186,-0.060735,0.050714,-0.000031
0.244186,0.244186,-0.063567,0.050631,-0.000040
0.251938,0.244186,-0.066380,0.050430,-0.000048
0.259690,0.244186,-0.069169,0.050114,-0.000055
0.267442,0.244186,-0.071928,0.049683,-0.000062
0.275194,0.244186,-0.074650,0.049142,-0.000068
0.282946,0.244186,-0.077332,0.048491,-0.000074
0.290698,0.244186,-0.079967,0.047735,-0.000079
0.298450,0.244186,-0.082551,0.046876,-0.000083
0.306202,0.244186,-0.085078,0.045917,-0.000086
0.313953,0.244186,-0.087543,0.044861,-0.000089
0.321705,0.244186,-0.089943,0.043712,-0.000092
0.329457,0.244186,-0.092273,0.042472,-0.000093
0.337209,0.244186,-0.094528,0.041146,-0.000095
0.344961,0.244186,-0.096704,0.039737,-0.000095
0.352713,0.244186,-0.098799,0.038248,-0.000095
0.360465,0.244186,-0.100807,0.036684,-0.000095
0.368217,0.244186,-0.102726,0.035048,-0.000094
0.375969,0.244186,-0.104552,0.033343,-0.000092
0.383721,0.244186,-0.106283,0.031575,-0.000090
0.391473,0.244186,-0.107915,0.029746,-0.000088
0.399225,0.244186,-0.109445,0.027860,-0.000085
0.406977,0.244186,-0.110872,0.025922,-0.000082
0.414729,0.244186,-0.112192,0.023936,-0.000078
0.422481,0.244186,-0.113404,0.021904,-0.000074
0.430233,0.244186,-0.114506,0.019833,-0.000069
0.437984,0.244186,-0.115496,0.017724,-0.000064
0.445736,0.244186,-0.116372,0.015584,-0.000059
0.453488,0.244186,-0.117133,0.013414,-0.000054
0.461240,0.244186,-0.117778,0.011221,-0.000048
0.468992,0.244186,-0.118306,0.009007,-0.000042
0.476744,0.244186,-0.118716,0.006776,-0.000035
0.484496,0.244186,-0.119007,0.004534,-0.000029
0.492248,0.244186,-0.119180,0.002283,-0.000022
0.500000,0.244186,-0.119233,0.000028,-0.000015
0.507752,0.244186,-0.119166,-0.002227,-0.000008
0.515504,0.244186,-0.118980,-0.004478,-0.000001
0.523256,0.244186,-0.118675,-0.006720,0.000007
0.531008,0.244186,-0.118252,-0.008951,0.000014
0.538760,0.244186,-0.117711,-0.011166,0.000021
0.546512,0.244186,-0.117053,-0.013360,0.000029
0.554264,0.244186,-0.116278,-0.015530,0.000036
0.562016,0.244186,-0.115389,-0.017672,0.000044
0.569767,0.244186,-0.114387,-0.019781,0.000052
0.577519,0.244186,-0.113272,-0.021854,0.000059
0.585271,0.244186,-0.112048,-0.023886,0.000066
0.593023,0.244186,-0.110716,-0.025874,0.000073
0.600775,0.244186,-0.109277,-0.027813,0.000081
0.608527,0.244186,-0.107735,-0.029700,0.000088
0.616279,0.244186,-0.106093,-0.031531,0.000094
0.624031,0.244186,-0.104351,-0.033301,0.000101
0.631783,0.244186,-0.102515,-0.035007,0.000107
0.639535,0.244186,-0.100586,-0.036645,0.000113
0.647287,0.244186,-0.098568,-0.038211,0.000119
0.655039,0.244186,-0.096465,-0.039702,0.000125
0.662791,0.244186,-0.094279,-0.041113,0.000130
0.670543,0.244186,-0.092016,-0.042441,0.000135
0.678295,0.244186,-0.089679,-0.043683,0.000139
0.686047,0.244186,-0.087272,-0.044835,0.000144
0.693798,0.244186,-0.084800,-0.045893,0.000147
0.701550,0.244186,-0.082267,-0.046854,0.000151
0.709302,0.244186,-0.079678,-0.047716,0.000154
0.717054,0.244186,-0.077038,-0.048474,0.000156
0.724806,0.244186,-0.074352,-0.049127,0.000158
0.732558,0.244186,-0.071625,-0.049671,0.000160
0.740310,0.244186,-0.068863,-0.050104,0.000161
0.748062,0.244186,-0.066072,-0.050423,0.000161
0.755814,0.244186,-0.063257,-0.050626,0.000161
0.763566,0.244186,-0.060424,-0.050712,0.000160
0.771318,0.244186,-0.057579,-0.050678,0.000159
0.779070,0.244186,-0.054728,-0.050522,0.000158
0.786822,0.244186,-0.051878,-0.050245,0.000155
0.794574,0.244186,-0.049035,-0.049844,0.000152
0.802326,0.244186,-0.046205,-0.049319,0.000149
0.810078,0.244186,-0.043396,-0.048669,0.000145
0.817829,0.244186,-0.040613,-0.047896,0.000140
0.825581,0.244186,-0.037864,-0.046998,0.000134
0.833333,0.244186,-0.035155,-0.045978,0.000128
0.841085,0.244186,-0.032494,-0.044835,0.000122
0.848837,0.244186,-0.029888,-0.043572,0.000114
0.856589,0.244186,-0.027342,-0.042191,0.000106
0.864341,0.244186,-0.024866,-0.040694,0.000097
0.872093,0.244186,-0.022464,-0.039085,0.000088
0.879845,0.244186,-0.020146,-0.037366,0.000078
0.887597,0.244186,-0.017917,-0.035542,0.000067
0.895349,0.244186,-0.015786,-0.033618,0.000056
0.903101,0.244186,-0.013758,-0.031598,0.000044
0.910853,0.244186,-0.011842,-0.029488,0.000031
0.918605,0.244186,-0.010043,-0.027295,0.000017
0.926357,0.244186,-0.008370,-0.025025,0.000003
0.934109,0.244186,-0.006830,-0.022686,-0.000012
0.941860,0.244186,-0.005428,-0.020285,-0.000028
0.949612,0.244186,-0.004173,-0.017831,-0.000044
0.957364,0.244186,-0.003070,-0.015334,-0.000061
0.965116,0.244186,-0.002128,-0.012802,-0.000079
0.972868,0.244186,-0.001352,-0.010247,-0.000098
0.980620,0.244186,-0.000750,-0.007679,-0.000117
0.988372,0.244186,-0.000328,-0.005109,-0.000137
0.996124,0.244186,-0.000081,-0.002554,-0.000155
0.003876,0.251938,-0.000086,0.002669,0.000533
0.011628,0.251938,-0.000354,0.005436,0.000505
0.019380,0.251938,-0.000812,0.008202,0.000478
0.027132,0.251938,-0.001456,0.010957,0.000451
0.034884,0.251938,-0.002279,0.013689,0.000424
0.042636,0.251938,-0.003273,0.016390,0.000398
0.050388,0.251938,-0.004432,0.019048,0.000373
0.058140,0.251938,-0.005748,0.021654,0.000348
0.065891,0.251938,-0.007215,0.024200,0.000324
0.073643,0.251938,-0.008824,0.026677,0.000300
0.081395,0.251938,-0.010569,0.029078,0.000277
0.089147,0.251938,-0.012441,0.031395,0.000255
0.096899,0.251938,-0.014434,0.033621,0.000233
0.104651,0.251938,-0.016541,0.035750,0.000212
0.112403,0.251938,-0.018753,0.037776,0.000191
0.120155,0.251938,-0.021063,0.039695,0.000172
0.127907,0.251938,-0.023464,0.041502,0.000152
0.135659,0.251938,-0.025949,0.043193,0.000134
0.143411,0.251938,-0.028509,0.044763,0.000116
0.151163,0.251938,-0.031139,0.046212,0.000099
0.158915,0.251938,-0.033830,0.047534,0.000083
0.166667,0.251938,-0.036575,0.048730,0.000067
0.174419,0.251938,-0.039367,0.049796,0.000052
0.182171,0.251938,-0.042198,0.050732,0.000038
0.189922,0.251938,-0.045063,0.051538,0.000024
0.197674,0.251938,-0.047953,0.052212,0.000011
0.205426,0.251938,-0.050862,0.052755,-0.000001
0.213178,0.251938,-0.053784,0.053168,-0.000012
0.220930,0.251938,-0.056710,0.053451,-0.000023
0.228682,0.251938,-0.059636,0.053604,-0.000033
0.236434,0.251938,-0.062554,0.053631,-0.000043
0.244186,0.251938,-0.065458,0.053531,-0.000051
0.251938,0.251938,-0.068342,0.053307,-0.000059
0.259690,0.251938,-0.071200,0.052962,-0.000066
0.267442,0.251938,-0.074026,0.052497,-0.000073
0.275194,0.251938,-0.076815,0.051916,-0.000079
0.282946,0.251938,-0.079560,0.051220,-0.000084
0.290698,0.251938,-0.082258,0.050413,-0.000089
0.298450,0.251938,-0.084902,0.049498,-0.000093
0.306202,0.251938,-0.087487,0.048478,-0.000096
0.313953,0.251938,-0.090009,0.047357,-0.000099
0.321705,0.251938,-0.092463,0.046138,-0.000101
0.329457,0.251938,-0.094845,0.044824,-0.000102
0.337209,0.251938,-0.097150,0.043419,-0.000103
0.344961,0.251938,-0.099374,0.041928,-0.000103
0.352713,0.251938,-0.101514,0.040353,-0.000103
0.360465,0.251938,-0.103565,0.038699,-0.000102
0.368217,0.251938,-0.105525,0.036969,-0.000101
0.375969,0.251938,-0.107390,0.035168,-0.000099
0.383721,0.251938,-0.109157,0.033300,-0.000097
0.391473,0.251938,-0.110823,0.031369,-0.000094
0.399225,0.251938,-0.112385,0.029378,-0.000091
0.406977,0.251938,-0.113841,0.027333,-0.000087
0.414729,0.251938,-0.115188,0.025237,-0.000083
0.422481,0.251938,-0.116425,0.023094,-0.000078
0.430233,0.251938,-0.117549,0.020909,-0.000073
0.437984,0.251938,-0.118559,0.018685,-0.000068
0.445736,0.251938,-0.119453,0.016428,-0.000062
0.453488,0.251938,-0.120229,0.014140,-0.000056
0.461240,0.251938,-0.120887,0.011828,-0.000050
0.468992,0.251938,-0.121426,0.009494,-0.000044
0.476744,0.251938,-0.121844,0.007143,-0.000037
0.484496,0.251938,-0.122141,0.004779,-0.000030
0.492248,0.251938,-0.122317,0.002406,-0.000023
0.500000,0.251938,-0.122372,0.000029,-0.000015
0.507752,0.251938,-0.122304,-0.002348,-0.000008
0.515504,0.251938,-0.122115,-0.004720,-0.000000
0.523256,0.251938,-0.121804,-0.007084,0.000008
0.531008,0.251938,-0.121373,-0.009436,0.000015
0.538760,0.251938,-0.120821,-0.011771,0.000023
0.546512,0.251938,-0.120150,-0.014084,0.000031
0.554264,0.251938,-0.119361,-0.016372,0.000039
0.562016,0.251938,-0.118454,-0.018630,0.000047
0.569767,0.251938,-0.117432,-0.020855,0.000055
0.577519,0.251938,-0.116296,-0.023041,0.000063
0.585271,0.251938,-0.115047,-0.025185,0.000071
0.593023,0.251938,-0.113688,-0.027283,0.000078
0.600775,0.251938,-0.112220,-0.029329,0.000086
0.608527,0.251938,-0.110647,-0.031321,0.000093
0.616279,0.251938,-0.108970,-0.033254,0.000100
0.624031,0.251938,-0.107193,-0.035124,0.000107
0.631783,0.251938,-0.105318,-0.036926,0.000114
0.639535,0.251938,-0.103348,-0.038658,0.000121
0.647287,0.251938,-0.101287,-0.040314,0.000127
0.655039,0.251938,-0.099138,-0.041890,0.000133
0.662791,0.251938,-0.096906,-0.043384,0.000138
0.670543,0.251938,-0.094593,-0.044791,0.000144
0.678295,0.251938,-0.092203,-0.046107,0.000148
0.686047,0.251938,-0.089742,-0.047328,0.000153
0.693798,0.251938,-0.087214,-0.048452,0.000157
0.701550,0.251938,-0.084623,-0.049474,0.000161
0.709302,0.251938,-0.081973,-0.050392,0.000164
0.717054,0.251938,-0.079271,-0.051201,0.000167
0.724806,0.251938,-0.076521,-0.051899,0.000169
0.732558,0.251938,-0.073729,-0.052483,0.000171
0.740310,0.251938,-0.070900,-0.052951,0.000172
0.748062,0.251938,-0.068039,-0.053299,0.000173
0.755814,0.251938,-0.065153,-0.053525,0.000173
0.763566,0.251938,-0.062248,-0.053627,0.000173
0.771318,0.251938,-0.059330,-0.053603,0.000172
0.779070,0.251938,-0.056405,-0.053452,0.000170
0.786822,0.251938,-0.053479,-0.053172,0.000168
0.794574,0.251938,-0.050560,-0.052763,0.000165
0.802326,0.251938,-0.047653,-0.052222,0.000162
0.810078,0.251938,-0.044766,-0.051551,0.000158
0.817829,0.251938,-0.041905,-0.050748,0.000153
0.825581,0.251938,-0.039078,-0.049814,0.000147
0.833333,0.251938,-0.036292,-0.048750,0.000141
0.841085,0.251938,-0.033553,-0.047558,0.000135
0.848837,0.251938,-0.030869,-0.046237,0.000127
0.856589,0.251938,-0.028248,-0.044792,0.000119
0.864341,0.251938,-0.025696,-0.043223,0.000110
0.872093,0.251938,-0.023220,-0.041534,0.000101
0.879845,0.251938,-0.020830,-0.039729,0.000090
0.887597,0.251938,-0.018530,-0.037812,0.000079
0.895349,0.251938,-0.016330,-0.035786,0.000067
0.903101,0.251938,-0.014237,-0.033658,0.000055
0.910853,0.251938,-0.012257,-0.031433,0.000042
0.918605,0.251938,-0.010399,-0.029117,0.000028
0.926357,0.251938,-0.008670,-0.026717,0.000013
0.934109,0.251938,-0.007076,-0.024240,-0.000002
0.941860,0.251938,-0.005626,-0.021695,-0.000019
0.949612,0.251938,-0.004327,-0.019089,-0.000036
0.957364,0.251938,-0.003185,-0.016433,-0.000053
